captured_date,chart_name,genre,chart_type,rank,track_name,track_id,isrc,artist_name,artist_id,album_name,album_id,release_date,image_url
2026-08-22,日語新歌日榜,japanese,newrelease,45,GHOST HOUSE,8raLe0M059bDRlpLfv,JPVI02601966,ROIROM,H_olXGqH05ZsbVvoyD,GHOST HOUSE,PXr3YrLHQ7mry5ZgWY,2026-07-22,"https://i.kfs.io/album/global/295908760,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,46,Drivin' My Life,5_3G1YtDMf04gRdcgO,JP92N2699082,STARGLOW,LZYAe5VFw4lbinfY0X,Drivin' My Life,CkJb5AhjW4Ta1FfkFS,2026-07-22,"https://i.kfs.io/album/global/295672687,0v4/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,47,チョイーン,KsLyxBl3fpSTQxGFW4,JPN902601920,ゴホウビ,OlP7yMsPZGEROG5SFR,チョイーン,0p4N9fmq88Op4kCbX9,2026-07-29,"https://i.kfs.io/album/global/296014583,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,48,運命の君,_YUqeZMXC3Mb9K6oHw,JPPO02602282,Mega Shinnosuke,L-jTdHZCGWw2o2KxvV,運命の君,0nLYvU2ntCwoug5PWy,2026-07-08,"https://i.kfs.io/album/global/295346559,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,49,好きish,SqK_rn99V6ObwImFVQ,JPPO02602688,AKB48,9ZcF43i6Jj_jJPvzcJ,好きish,Ckk3R_hjW4Ta2GfJkp,2026-07-13,"https://i.kfs.io/album/global/295719385,0v2/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,50,sweet home,4pUHnFSBiO7N5KW3NT,JPU902602615,八木海莉,T__cZHcD04ncSqiaC3,sweet home,9YOMUWwXpTG8Kv9EhB,2026-07-15,"https://i.kfs.io/album/global/295397849,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,51,COCOON,9YFu_BQOtUrZ2DCJmn,JPU902602510,Reol,4tyBsbjJ8jt7HTtChY,COCOON,OpwqE6IQB1A8-PAYNB,2026-07-11,"https://i.kfs.io/album/global/295183780,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,52,DOOMSDAY,5ZmBIBOxsZjztlnri7,JPT592610596,(sic)boy,8ltyJrO-Ee4fTSkxA_,DOOMSDAY,TXIxxV54Otk91DHa86,2026-07-22,"https://i.kfs.io/album/global/295624290,0v3/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,53,ヘヴン,P_BF9Xc6adNrhOfGRn,JPWP02600602,tayori,5aTWqpCBN9BcKAJJP8,ヘヴン,8oRwNMOA3_AF6CYwm-,2026-07-08,"https://i.kfs.io/album/global/294820897,0v1/fit/160x160.jpg"
2026-08-22,日語新歌日榜,japanese,newrelease,54,Orion - English Version,DZShAZk6M7EsoCw_Cc,JPP302600445,YOASOBI,LZShQXVlw4lbgxexbP,Orion - English Version,Da30LWBOnP603JXrO7,2026-07-10,"https://i.kfs.io/album/global/295544282,0v1/fit/160x160.jpg"
