captured_date,period_suffix,returned_date,timeframe,genre,chart_type,rank_this_period,rank_last_period,song_id,song_name,album_id,album_name,artist_name,artist_url,song_url,album_url,cover_image_url,release_date_unix,is_album_entry
2026-09-22,2026-09-21,2026-09-21,daily,western,song,1,1,KpykvyQEsGgkrURnxo,SaWaDiKa,,SaWaDiKa,LISA,https://www.kkbox.com/tw/en/artist/Gpl8JrPUBUDsgHoMyq,https://www.kkbox.com/tw/en/song/KpykvyQEsGgkrURnxo,https://www.kkbox.com/tw/en/album/__NUNojE8IHVpu01BH,"https://i.kfs.io/album/global/298250501,0v4/fit/500x500.jpg",1788278400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,2,2,D_ePml_KOtw-YOjNfy,new trick,,new trick,ROSÉ,https://www.kkbox.com/tw/en/artist/-s1YWgkXlhBTxVtBgS,https://www.kkbox.com/tw/en/song/D_ePml_KOtw-YOjNfy,https://www.kkbox.com/tw/en/album/P_JAKUaOKjgS4ujAus,"https://i.kfs.io/album/global/298732091,0v1/fit/500x500.jpg",1789574400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,3,3,9YkFxHR-tUrZ2vYRDj,FALLEN ANGEL,,Fallen Angel - Digital EP,JENNIE,https://www.kkbox.com/tw/en/artist/OrdH1K6WblPkZLIMSR,https://www.kkbox.com/tw/en/song/9YkFxHR-tUrZ2vYRDj,https://www.kkbox.com/tw/en/album/OoggGWeIhoFhFZ2tkB,"https://i.kfs.io/album/global/297976906,0v3/fit/500x500.jpg",1787846400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,4,7,Cpvp0XCvXVWGuDlzwr,BABY (Feat.CHANELLE MOON),,A:LIVE,東海 (DONGHAE),https://www.kkbox.com/tw/en/artist/OrEWvz6WblPkaPH4cT,https://www.kkbox.com/tw/en/song/Cpvp0XCvXVWGuDlzwr,https://www.kkbox.com/tw/en/album/-nd2HCAYNWEdaOARiH,"https://i.kfs.io/album/tw/298054549,0v1/fit/500x500.jpg",1788364800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,5,4,Gn-uxRzGJNIVLFDmPF,APT.,,APT.,ROSÉ & Bruno Mars ROSÉ & Bruno Mars,https://www.kkbox.com/tw/en/artist/OmayglyN3wEMAJgGQs,https://www.kkbox.com/tw/en/song/Gn-uxRzGJNIVLFDmPF,https://www.kkbox.com/tw/en/album/Om3qWDk4P4HnBERdOe,"https://i.kfs.io/album/global/275491182,2v1/fit/500x500.jpg",1729180800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,6,5,GsIAexEUZ-QUYf1Wxx,Less than a Lover,,Less than a Lover,JENNIE,https://www.kkbox.com/tw/en/artist/OrdH1K6WblPkZLIMSR,https://www.kkbox.com/tw/en/song/GsIAexEUZ-QUYf1Wxx,https://www.kkbox.com/tw/en/album/8qs2kKrFOgKcvQ63t7,"https://i.kfs.io/album/global/296314901,0v3/fit/500x500.jpg",1784822400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,7,6,8k9Z1wVIsZ01OelLNM,CLICK,,CLICK,JISOO,https://www.kkbox.com/tw/en/artist/KmwUrMGvD7TqUivuf_,https://www.kkbox.com/tw/en/song/8k9Z1wVIsZ01OelLNM,https://www.kkbox.com/tw/en/album/8nabbqbUHSCv3J69d5,"https://i.kfs.io/album/global/297964126,0v6/fit/500x500.jpg",1788451200,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,8,8,4mp9zhg3f387ogtI73,HEAVEN,,Fallen Angel - Digital EP,JENNIE,https://www.kkbox.com/tw/en/artist/OrdH1K6WblPkZLIMSR,https://www.kkbox.com/tw/en/song/4mp9zhg3f387ogtI73,https://www.kkbox.com/tw/en/album/OoggGWeIhoFhFZ2tkB,"https://i.kfs.io/album/global/297976906,0v3/fit/500x500.jpg",1787846400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,9,11,5aHg8xfjyKyO40I_RV,You Should Know（《早春晴朗》電視劇氛圍曲）,,早春晴朗 影視原聲帶,Various Artists,#,https://www.kkbox.com/tw/en/song/5aHg8xfjyKyO40I_RV,https://www.kkbox.com/tw/en/album/-o5uPyxc2jy1xvk-X9,"https://i.kfs.io/album/tw/298216296,0v1/fit/500x500.jpg",1788192000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,10,10,Cl0A1Y84FKtg0Iz2k6,Training Season,,Training Season,Dua Lipa,https://www.kkbox.com/tw/en/artist/9ZV-kPi6Jj_jJDIkeU,https://www.kkbox.com/tw/en/song/Cl0A1Y84FKtg0Iz2k6,https://www.kkbox.com/tw/en/album/_ZDGdj1VKVWPs96FQi,"https://i.kfs.io/album/global/266883828,3v1/fit/500x500.jpg",1707926400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,11,12,P-0iK-Q2hnTeMejMVz,You Are My Light（《早春晴朗》電視劇逐光曲）,,早春晴朗 影視原聲帶,Various Artists,#,https://www.kkbox.com/tw/en/song/P-0iK-Q2hnTeMejMVz,https://www.kkbox.com/tw/en/album/-o5uPyxc2jy1xvk-X9,"https://i.kfs.io/album/tw/298216296,0v1/fit/500x500.jpg",1788192000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,12,9,WsNYGRs2ZsiE_0gLmU,Zoo,,Zootopia 2 (動物方城市2電影原聲帶) - Original Motion Picture Soundtrack,"Disney, Shakira, Michael Giacchino",https://www.kkbox.com/tw/en/artist/WnXAB75STvH994k8S8,https://www.kkbox.com/tw/en/song/WsNYGRs2ZsiE_0gLmU,https://www.kkbox.com/tw/en/album/OtI_OCcREqbM95mPjM,"https://i.kfs.io/album/global/286646702,0v1/fit/500x500.jpg",1763654400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,13,25,4tvEaHLoLX0lG59DCL,Lady Snow（《早春晴朗》電視劇尚之桃人物曲）,,早春晴朗 影視原聲帶,Various Artists,#,https://www.kkbox.com/tw/en/song/4tvEaHLoLX0lG59DCL,https://www.kkbox.com/tw/en/album/-o5uPyxc2jy1xvk-X9,"https://i.kfs.io/album/tw/298216296,0v1/fit/500x500.jpg",1788192000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,14,14,PYoHHe6CNHxJuAgX4k,like JENNIE,,Ruby,JENNIE,https://www.kkbox.com/tw/en/artist/OrdH1K6WblPkZLIMSR,https://www.kkbox.com/tw/en/song/PYoHHe6CNHxJuAgX4k,https://www.kkbox.com/tw/en/album/4sKUY4oyxHs9DsNcO1,"https://i.kfs.io/album/global/279094116,3v2/fit/500x500.jpg",1741276800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,15,16,OrGbXAAVf78HXcesZa,toxic till the end,,rosie,ROSÉ,https://www.kkbox.com/tw/en/artist/-s1YWgkXlhBTxVtBgS,https://www.kkbox.com/tw/en/song/OrGbXAAVf78HXcesZa,https://www.kkbox.com/tw/en/album/4tsYVBeFtitQ80EHh8,"https://i.kfs.io/album/global/277006918,1v1/fit/500x500.jpg",1733414400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,16,15,HZ5thAdSEYKflhLn90,SWIM,,ARIRANG,BTS防彈少年團,https://www.kkbox.com/tw/en/artist/PaE4NNTCBoelD0bYjc,https://www.kkbox.com/tw/en/song/HZ5thAdSEYKflhLn90,https://www.kkbox.com/tw/en/album/8ryOwwU7LZoqP67a7g,"https://i.kfs.io/album/global/291366347,0v2/fit/500x500.jpg",1773936000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,17,13,L__rU7mZ_NyBofLPrG,Beauty And A Beat - Album Version,,Believe,Justin Bieber (小賈斯汀),https://www.kkbox.com/tw/en/artist/1Z1xBFRLSG0cBqgcv_,https://www.kkbox.com/tw/en/song/L__rU7mZ_NyBofLPrG,https://www.kkbox.com/tw/en/album/OlatXMxJCCud9wAPj1,"https://i.kfs.io/album/global/392277,1v1/fit/500x500.jpg",1325347200,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,18,18,9a-GKKZN1jmuKSwdsz,STAY,,STAY,"The Kid LAROI, Justin Bieber",https://www.kkbox.com/tw/en/artist/StkwWp8BxUXeR-xGFa,https://www.kkbox.com/tw/en/song/9a-GKKZN1jmuKSwdsz,https://www.kkbox.com/tw/en/album/Klow-z55BqJm_I-KcH,"https://i.kfs.io/album/global/126432819,2v1/fit/500x500.jpg",1625760000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,19,35,HXKGQDOoaXJ8bitvPt,EMERALD EYES,,WILDCHILD,Alex Warren,https://www.kkbox.com/tw/en/artist/PXWcSZGILmWjhd9Azf,https://www.kkbox.com/tw/en/song/HXKGQDOoaXJ8bitvPt,https://www.kkbox.com/tw/en/album/CsAwjCyP0h_Rlc_UbD,"https://i.kfs.io/album/global/297830396,0v3/fit/500x500.jpg",1787846400,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,20,19,Gt0DxJP--2a5-4a5C4,Shape of You,,Shape of You,Ed Sheeran (紅髮艾德),https://www.kkbox.com/tw/en/artist/LZA5o1V1w4lbj0Rq2k,https://www.kkbox.com/tw/en/song/Gt0DxJP--2a5-4a5C4,https://www.kkbox.com/tw/en/album/-s0uJEVVs6muskADVQ,"https://i.kfs.io/album/global/21672225,1v1/fit/500x500.jpg",1483632000,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,21,21,LaW2XovZzEPTjm7P-A,Something Just Like This,,Something Just Like This,The Chainsmokers & Coldplay,https://www.kkbox.com/tw/en/artist/9Zx6dBi6Jj_jJ56hf2,https://www.kkbox.com/tw/en/song/LaW2XovZzEPTjm7P-A,https://www.kkbox.com/tw/en/album/OrSa2e5OLG7iMpC871,"https://i.kfs.io/album/global/23004839,2v1/fit/500x500.jpg",1487692800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,22,29,DY5oU36rri5YTU9928,Always Remember Us This Way,,A Star Is Born Soundtrack (一個巨星的誕生電影原聲帶),"Lady Gaga, Bradley Cooper",https://www.kkbox.com/tw/en/artist/5Yi5EuMRDF8krpxBsh,https://www.kkbox.com/tw/en/song/DY5oU36rri5YTU9928,https://www.kkbox.com/tw/en/album/WpQKviNreutVEVPQqg,"https://i.kfs.io/album/global/40437627,1v1/fit/500x500.jpg",1538668800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,23,31,5Z2FoyPxsZjztw4Agl,Die With A Smile,,Die With A Smile,"Lady Gaga, Bruno Mars",https://www.kkbox.com/tw/en/artist/HXUKZSLP8cmeHhMmGJ,https://www.kkbox.com/tw/en/song/5Z2FoyPxsZjztw4Agl,https://www.kkbox.com/tw/en/album/SqnnolylKtRJQrpg45,"https://i.kfs.io/album/global/273429241,1v1/fit/500x500.jpg",1723737600,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,24,27,4pjzH4CxiO7N7pHk8y,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,https://www.kkbox.com/tw/en/artist/5-iiiWV88AiCLI1d7A,https://www.kkbox.com/tw/en/song/4pjzH4CxiO7N7pHk8y,https://www.kkbox.com/tw/en/album/Gl_3XhUws-18CcVHMr,"https://i.kfs.io/album/global/44459672,1v1/fit/500x500.jpg",1545321600,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,25,17,L_MEhkmZ_NyBrNGVtx,Love Story,,Fearless - International Version,Taylor Swift (泰勒絲),https://www.kkbox.com/tw/en/artist/KqGSBUJYQwYgkNtSSR,https://www.kkbox.com/tw/en/song/L_MEhkmZ_NyBrNGVtx,https://www.kkbox.com/tw/en/album/4sHgCbsyxHs9B3juvj,"https://i.kfs.io/album/tw/124243,0v3/fit/500x500.jpg",1257868800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,26,41,GpuNX8y--IKc1bgc1Q,Bass Persuades,,Bass Persuades,Miley Cyrus (麥莉),https://www.kkbox.com/tw/en/artist/8m6bYBnFFn4esmLt-9,https://www.kkbox.com/tw/en/song/GpuNX8y--IKc1bgc1Q,https://www.kkbox.com/tw/en/album/GqItLXvQKRoy9q_xKj,"https://i.kfs.io/album/global/298189111,0v1/fit/500x500.jpg",1788364800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,27,36,OogOiIoa32AqYjPyZ4,Serenade (KARINA & WINTER),,SYNK : aeXIS LINE - 2026 Special Digital Single,aespa,https://www.kkbox.com/tw/en/artist/9-icI58ApgvpPEhWSV,https://www.kkbox.com/tw/en/song/OogOiIoa32AqYjPyZ4,https://www.kkbox.com/tw/en/album/4kjbl9cHF4KmUH0xlp,"https://i.kfs.io/album/global/296956181,0v1/fit/500x500.jpg",1786204800,false
2026-09-22,2026-09-21,2026-09-21,daily,western,song,28,24,DZt9MOlKM7Eso_iTmH,Mono (feat. skaiwater),,Mono (feat. skaiwater),i-dle,https://www.kkbox.com/tw/en/artist/DXQVoCQF1asjEu9yaW,https://www.kkbox.com/tw/en/song/DZt9MOlKM7Eso_iTmH,https://www.kkbox.com/tw/en/album/4q-zjTzlwYJTSsDQtg,"https://i.kfs.io/album/global/289094287,0v1/fit/500x500.jpg",1769443200,false
